userId,date,hour,powerAmount, price 
7513,14-Feb-19,,3.835466667,3.86
7513,15-Feb-19,,5.046666667,3.78
7513,16-Feb-19,,4.542,3.8
7513,17-Feb-19,,5.551333334,3.75
7513,18-Feb-19,,1.682222222,3.64
7513,19-Feb-19,,3.835466667,3.83
7513,20-Feb-19,,5.046666667,3.7
7513,21-Feb-19,,4.542,3.86
7513,22-Feb-19,,5.551333334,3.78
7513,23-Feb-19,,1.682222222,3.8
7513,24-Feb-19,,3.835466667,3.75
7513,25-Feb-19,,5.046666667,3.64
7513,26-Feb-19,,4.542,3.83
7513,27-Feb-19,,5.551333334,3.7
7513,28-Feb-19,,1.682222222,3.86
7513,1-Mar-19,,3.835466667,3.78
1530,1-Jan-19,,4.046666667,3.8
1530,2-Jan-19,,3.035,3.75
1530,3-Jan-19,,4.451333334,3.64
1530,4-Jan-19,,3.260146667,3.83
1530,5-Jan-19,,4.410866667,3.7
1530,6-Jan-19,,4.046666667,3.86
1530,7-Jan-19,,3.035,3.78
1530,8-Jan-19,,4.451333334,3.8
1530,9-Jan-19,,3.260146667,3.75
1530,10-Jan-19,,4.410866667,3.64
1530,11-Jan-19,,4.046666667,3.83
1530,12-Jan-19,,3.035,3.7
1530,13-Jan-19,,4.451333334,3.86
1530,14-Jan-19,,3.260146667,3.78
1530,15-Jan-19,,4.410866667,3.8
1530,16-Jan-19,,4.046666667,3.75
1530,17-Jan-19,,3.035,3.64
1530,18-Jan-19,,4.451333334,3.83
1530,19-Jan-19,,3.260146667,3.7
1530,20-Jan-19,,4.410866667,3.86
1530,21-Jan-19,,4.046666667,3.78
1530,22-Jan-19,,3.035,3.8
1530,23-Jan-19,,4.451333334,3.75
1530,24-Jan-19,,3.260146667,3.64
1530,25-Jan-19,,4.410866667,3.83
1530,26-Jan-19,,4.046666667,3.7
1530,27-Jan-19,,3.035,3.86
1530,28-Jan-19,,4.451333334,3.78
1530,29-Jan-19,,3.260146667,3.8
1530,30-Jan-19,,4.410866667,3.75
1530,31-Jan-19,,4.046666667,3.64
1530,1-Feb-19,,3.035,3.83
1530,2-Feb-19,,4.451333334,3.7
1530,3-Feb-19,,3.260146667,3.86
1530,4-Feb-19,,4.410866667,3.78
1530,5-Feb-19,,4.046666667,3.8
1530,6-Feb-19,,3.035,3.75
1530,7-Feb-19,,4.451333334,3.64
1530,8-Feb-19,,3.260146667,3.83
1530,9-Feb-19,,4.410866667,3.7
1530,10-Feb-19,,4.046666667,3.86
1530,11-Feb-19,,3.035,3.78
1530,12-Feb-19,,4.451333334,3.8
1530,13-Feb-19,,3.260146667,3.75
1530,14-Feb-19,,4.410866667,3.64
1530,15-Feb-19,,4.046666667,3.83
1530,16-Feb-19,,3.035,3.7
1530,17-Feb-19,,4.451333334,3.86
1530,18-Feb-19,,3.260146667,3.78
1530,19-Feb-19,,4.410866667,3.8
1530,20-Feb-19,,4.046666667,3.75
1530,21-Feb-19,,3.035,3.64
1530,22-Feb-19,,4.451333334,3.83
1530,23-Feb-19,,3.260146667,3.7
1530,24-Feb-19,,4.410866667,3.86
1530,25-Feb-19,,4.046666667,3.78
1530,26-Feb-19,,3.035,3.8
1530,27-Feb-19,,4.451333334,3.75
1530,28-Feb-19,,3.260146667,3.64
1530,1-Mar-19,,4.410866667,3.83
